name,Location,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,WiFi,Indoor Pool,Spa,Baggage Storage,Free WiFi,Airport Shuttle,Air Conditioning,Airport Shuttle (free),BBQ Facilities,Pet Friendly,On-site Parking,Elevator,Free Parking,Daily Housekeeping,Room Service,24-Hour Front Desk,exceptional Fitness Center,Outdoor Pool,excellent Fitness Center,Non-smoking Rooms,Restaurant,Family Rooms,wonderful Fitness Center,Garden,good Spa & Wellness Center,Swimming Pool,Designated Smoking Area,Facilities for Disabled Guests,Private Parking,good Fitness Center,Fitness Center,Parking,Laundry,Heating,very good Fitness Center,Bar,Terrace
Washington Square Hotel,10011,"1,579",8.6,8.8,8.3,8.1,9,7.9,8.9,9.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Beekman Tower,10017,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
The Quin,10019,"1,779",8.8,9,8.8,8.5,9.1,7.8,9.1,9.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Spring Street Apt 15,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elizabeth Street Apt 9,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elizabeth Street & Kenmare Street Apt 3,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
East 14th Street Apt 5A,10009,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Broome St. Apt 3W,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Superior Harlem Apartments,10035,26,6.6,6.4,6.7,6.6,6.5,6,9.4,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elizabeth Sreet Apt 3,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2nd Avenue Apt 4,10003,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lafayette Street Apt 2,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elizabeth Street & Kenmare St. Apt 3,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lafayette Street Apt 1,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spring St. Apt 2F,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apartment Manhattan Residence.23,10022,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1st Ave Apt 7,10009,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elizabeth & Spring St. Apt. 1,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mulberry Street Apt 1,10013,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chrystie Street Apt 5,10002,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20 Exchange Place,10005,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cozy Two Bedrooms near Times Sq - NYC,10019,6,5.1,4.2,4.6,4.2,5.4,5,7.1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Amazing 3Bed/ 2Bath Apartment: Heart of East Village Manhattan!,10009,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pearl Hotel,10019,"1,599",9.0,9.2,8.9,8.7,9.2,8,9,9.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Prince Street Apt 11,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Empire State Building,10118,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hip & Trendy Apartments near Times Square - NYC,10019,17,7.0,6.9,7.1,6.2,7.4,6.6,10,8.1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delancey Street Apt 201,10002,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chic 2 Bedrooms near Times Square,10036,5,4.7,4.5,5,5,3.5,4.5,5,5.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,10018,690,8.5,8.7,8.3,8,8.8,7.5,9.1,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
PleasantHolidayNYC,10029,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
East 7th Street III,10003,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mandarin Oriental New York,10023,212,8.6,9.1,8.9,8.6,8.9,7,6.6,9.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
PermaGO FiDi,10038,50,8.2,8.1,8.1,8.2,8.3,7.9,9.3,8.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Eurostars Wall Street,10005,976,7.9,7.8,7.9,7.5,8.3,7.6,8.4,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mott Street Apt 3B,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NYC Penthouse,10019,0,0,,,,,,,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
W New York - Times Square,10036,"1,745",7.9,8,7.9,7.6,8,6.8,6.2,9.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Spring Street Apt 6,10012,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Two Bedroom Apartment with City View - Lincoln Center,10023,8,7.6,7.5,7.8,7.8,7.5,7.2,7.5,7.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Two Bedrooms in New York,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel 17 - Extended Stay,10003,634,7.9,8.3,7.3,7.1,7.8,7.9,7.3,8.9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Amazing 2 Bedrooms at Theater District,10019,0,0,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC Hotel by Marriott New York Times Square,10018,25,8.4,8.6,8.2,8.3,8.5,7.5,9.2,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Amazing Times Square Apartment with City Views!!!,10018,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Bedroom Luxury Apartment - Union Square,10003,7,7.1,7.5,7.5,6.8,6.8,6.4,7.5,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
NYC Midtown Suites,10022,10,6.9,6.3,6.5,6.3,7.3,6.8,8.8,8.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hampton Inn Madison Square Garden,10001,"1,127",8.6,8.8,8.2,8.2,9.1,8,8.5,9.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1600 Broadway,10019,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Park Lane Hotel - A Central Park Hotel,10019,"6,937",7.6,7.4,7.6,7,7.6,6.8,7,9.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"Designer luxurious 2 Bedroom Apartment with Gym, Doorman, Midtown EAST",10022,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Private Room in Hells Kitchen,10036,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO205,10011,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exquisite 2 Bedroom 2 Baths all modern and High end Furniture,10022,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1585 2nd Avenue,10028,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Bowery Hotel,10003,765,9.1,9.4,9.3,9,9.4,8.1,9.5,9.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Hotel Stanford NYC,10001,"2,961",8.0,8,7.6,7.2,8.2,7.5,6.8,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Global Luxury Suites at The Eugene,10001,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Places4stay Little Italy Luxury,10002,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East 94 Apartment #232470 Apts,10128,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3 West Club,10019,372,8.2,8.5,7.7,7.4,8.6,7.7,8.4,9.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Row NYC at Times Square,10036,"13,552",7.1,7,6.8,6.8,7.1,6.4,7.6,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Two blocks to CENTER of Times Square2BDR APT,10018,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Studio Apartment - Midtown East L,10017,5,7.8,7,8.5,8,6.5,7.5,9.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luxury Apartments Greenwich Village,10003,0,0,,,,,,,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Central Park Studios @Lex,10029,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Cozy Apt,10037,10,6.9,6.1,7,6.5,7,6.8,7.8,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best Western Plus Hospitality House Suites,10022,600,8.5,8.6,8.4,8,8.8,8,8.7,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hotel Beacon,10023,"3,170",8.8,8.9,9,8.6,8.8,8.3,9,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
YOTEL New York Times Square,10036,"2,676",8.3,8.5,8.2,8.1,8.3,7.7,8.8,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AFFORDABLE LUXURY...Exclusive Living @ Its Best!,10034,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Three Bedroom Apartment with City View - Lincoln Center,10023,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cozy studio steps to United Nations e58,10022,6,5.0,3.3,4.2,4.6,7.1,4.2,6.7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hotel Elysee by Library Hotel Collection,10022,654,9.1,9.4,9,8.7,9.5,8.6,9.1,9.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Soho Grand Hotel,10013,"1,956",8.5,8.7,8.5,8.3,8.7,7.7,8.4,9.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Symphony House,10019,0,0,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Park Central,10019,"5,618",7.8,8.1,8,7.4,7.5,7,8.3,9.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
One Bedroom Apartment - Upper East Side,10029,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Renwick Hotel New York City, Curio Collection by Hilton",10016,932,8.5,8.7,8.7,8.1,8.4,7.8,8.8,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Hotel Mimosa,10002,489,8.3,8.5,8,7.9,9.2,8.1,9.2,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
36 Hudson Hotel,10018,710,7.6,7.9,7.3,6.9,8.4,7.2,8,7.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Sunny New York Apartment, with 2 Spacious Bedrooms",10075,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel St. James,10036,635,7.9,8,7.2,6.9,8.4,7.7,8.1,9.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fabulous 2Bed 2Bath - Gym-Doorman-Roof-Playroom-High end,10022,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Baccarat Hotel and Residences New York,10019,272,9.3,9.6,9.5,9.4,9.3,8.2,9.5,9.7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Amazing 3Bedroom/2Bathroom in LowerEastSide Manhattan!!,10002,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea Cabins,10001,"2,583",7.3,7.5,6,6.5,8.2,6.9,7.9,8.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Knickerbocker,10036,"2,342",8.8,9,9.1,8.7,8.8,7.8,9.2,9.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Three Bedroom Apartment - Henry Street #41,10002,24,7.5,8.1,7.1,7.4,7.7,7.7,6.7,6.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,10019,522,8.6,9,8.5,8.4,9.2,8,9,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
The Ridge Hotel,10002,"1,410",7.9,8,7.3,7.3,8.7,7.6,7.4,8.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
NY Away - Central Park UWS 2-Bedroom,10018,25,6.8,7.4,6.8,6.9,5.4,6.3,9.2,7.8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Broadway Apartments,10034,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Park Apartment,10065,10,7.5,6.8,6.3,7,8.5,7,9.3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lord & Moris,10018,10,6.6,6.8,6.5,5.8,6.8,5.5,8.3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pod 51,10022,"8,009",8.0,8.5,7.4,7.6,7.9,7.6,8.8,8.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Chelsea Suites,10011,0,0,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NobleDEN Hotel,10013,905,9.0,9.6,9.2,8.7,9,8.5,8.8,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Aloft Harlem,10027,937,8.5,8.9,8.6,8.4,8.9,7.9,8.5,8.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Cassa Suites,10036,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cozy Upper East Studio - Close to Central Park!!!,10075,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bright Airy Prime Midtown w/Elvator,10019,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Courtyard by Marriott New York Manhattan/Herald Square,10001,780,8.5,8.8,8.4,8.1,8.7,7.7,9.2,9.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Park West Hotel,10025,580,7.0,7,6.2,6.1,7.9,6.6,4.8,7.9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chelsea Savoy,10011,127,7.5,7.8,7.1,6.8,7.9,7,7.7,8.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2 BDR Upper West Side, Mid-Century Modern Duplex!!",10025,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Stylish Lexington Pied-à-terre,10016,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hudson River Hotel,10018,"1,543",6.9,6.9,6.5,6.2,8,6.5,7.1,7.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mr C Seaport,10038,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Tier31 by ABRIKIM,10001,70,7.9,8.3,7.4,7.6,8.2,7.2,8.9,9,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Millennium Hilton New York Downtown,10007,"2,656",8.2,8.3,8.3,8,8.1,7.6,5.8,9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Courtyard by Marriott New York Manhattan/ Fifth Avenue,10016,324,7.9,8.2,7.6,7.2,8,7.1,8.6,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Seafarers International House,10003,"1,857",7.5,7.3,6.7,6.6,7.7,7.7,5.7,8.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stewart Hotel,10001,"3,758",7.8,7.6,7.6,7.4,8.1,7.1,8.3,8.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Lowell Hotel,10065,31,9.0,9.7,9.1,8.7,9,7.6,8.8,9.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The William,10016,721,8.9,9.2,9.1,8.7,9,8.3,9,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Paramount Times Square,10036,"5,052",6.8,6.7,6.2,6.2,7.1,5.8,6.7,8.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Manhattan Club,10019,644,8.5,8.6,8.5,8.1,8.3,7.8,8.6,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
One Bedroom UN,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
